VSS,GROUP_NAME_ABB,NAME_DESC_KR,NAME_DESC,CONTROLLER,DID,BYTE_ORDER,LENGTH_BIT,SCALE,OFFSET,MIN,MAX,UNIT,START,VALUE_TYPE,VALUE_TABLE,MEMORY_ADDR
Mch.Diag.Rly.Obc2GrLed,Rly,OBC2 Green LED Relay,OBC2 Green LED Relay,MCU,0x180,Motorola,2,1,0,0,1,state,14,uint8,,
Mch.Diag.Rly.Obc2RLed,Rly,OBC2 Red LED Relay,OBC2 Red LED Relay,MCU,0x180,Motorola,2,1,0,0,1,state,16,uint8,,
Mch.Diag.Rly.Obc2WhLed,Rly,OBC2 White LED Relay,OBC2 White LED Relay,MCU,0x180,Motorola,2,1,0,0,1,state,18,uint8,,
Mch.Diag.Rly.DlyBatShutDown,Rly,Delayed Battery Shutdwon Relay,Delayed Battery Shutdwon Relay,MCU,0x180,Motorola,2,1,0,0,1,state,20,uint8,,
Mch.Diag.Rly.EmgStrSwMain,Rly,EMERGENCY STEERING SW - Main,EMERGENCY STEERING SW - Main,MCU,0x180,Motorola,2,1,0,0,1,state,24,uint8,,
Mch.Diag.Rly.EmgStrSwRed,Rly,EMERGENCY STEERING SW - Redundancy,EMERGENCY STEERING SW - Redundancy,MCU,0x180,Motorola,2,1,0,0,1,state,26,uint8,,
Mch.Diag.Rly.LsRvEpprVv,Rly,LS RV 승압 EPPR V/V,LS RV EPPR V/V,MCU,0x180,Motorola,10,1,0,0,1000,mA,32,uint16,,
Mch.Diag.Mot.MainMotSpd,Mot,Main Motor Speed (Actual),Main Motor Speed (Actual),MCU,0x181,Motorola,16,0.5,-16000,-16000,16127.5,rpm,0,uint16,,
Mch.Diag.Mot.MainMotCtrlMd,Mot,Main Motor Control Mode (Actual),Main Motor Control Mode (Actual),MCU,0x181,Motorola,4,1,0,0,15,status,16,uint8,,
Mch.Diag.Mot.MainMotSt,Mot,Main Motor Status (Actual),Main Motor Status (Actual),MCU,0x181,Motorola,4,1,0,0,15,status,20,uint8,,
Mch.Diag.Mot.MainMotTmp,Mot,Main Motor Temperature,Main Motor Temperature,MCU,0x181,Motorola,8,1,-40,-40,210,celsius,24,uint8,,
Mch.Diag.Mot.MainInverterTmp,Mot,Main Inverter Temperature,Main Inverter Temperature,MCU,0x181,Motorola,8,1,-40,-40,210,celsius,32,uint8,,
Mch.Diag.Mot.MainMotDcCur,Mot,Main Motor DC Current (Actual),Main Motor DC Current (Actual),MCU,0x181,Motorola,16,0.05,-1600,-1600,1612.75,,40,uint16,,
Mch.Diag.Mot.MainMotDcVlt,Mot,Main Motor DC Voltage (Actual),Main Motor DC Voltage (Actual),MCU,0x181,Motorola,16,0.05,0,0,3212.75,,56,uint16,,
Mch.Diag.Ldc1.LwSideDcVlt,Ldc1,LDC1 low side DC voltage,LDC1 low side DC voltage,MCU,0x182,Motorola,16,0.05,0,0,3212.75,V,0,uint16,,
Mch.Diag.Ldc1.LwSideDcCur,Ldc1,LDC1 low side DC current,LDC1 low side DC current,MCU,0x182,Motorola,16,0.05,-1600,-1600,1612.75,A,16,uint16,,
Mch.Diag.Ldc1.HhSideDcVlt,Ldc1,LDC1 high side DC voltage,LDC1 high side DC voltage,MCU,0x182,Motorola,16,0.05,0,0,3212.75,V,32,uint16,,
Mch.Diag.Ldc1.HhSideDcCur,Ldc1,LDC1 high side DC current,LDC1 high side DC current,MCU,0x182,Motorola,16,0.05,-1600,-1600,1612.75,A,48,uint16,,
Mch.Diag.Ldc1.CoolTmp,Ldc1,LDC1 coolant temp.,LDC1 coolant temp.,MCU,0x182,Motorola,8,1,-40,-40,210,celsius,64,uint8,,
Mch.Diag.Ldc1.HeatsinkTmp,Ldc1,LDC1 heatsink temp.,LDC1 heatsink temp.,MCU,0x182,Motorola,8,1,-40,-40,210,celsius,72,uint8,,
Mch.Diag.Ldc1.ActCtrlMd,Ldc1,LDC1_ActualControlMode,LDC1_ActualControlMode,MCU,0x182,Motorola,4,1,0,1,15,state,80,uint8,,
Mch.Diag.Ldc2.LwSideDcVlt,Ldc2,LDC2 low side DC voltage,LDC2 low side DC voltage,MCU,0x183,Motorola,16,0.05,0,0,3212.75,V,0,uint16,,
Mch.Diag.Ldc2.LwSideDcCur,Ldc2,LDC2 low side DC current,LDC2 low side DC current,MCU,0x183,Motorola,16,0.05,-1600,-1600,1612.75,A,16,uint16,,
Mch.Diag.Ldc2.HhSideDcVlt,Ldc2,LDC2 high side DC voltage,LDC2 high side DC voltage,MCU,0x183,Motorola,16,0.05,0,0,3212.75,V,32,uint16,,
Mch.Diag.Ldc2.HhSideDcCur,Ldc2,LDC2 high side DC current,LDC2 high side DC current,MCU,0x183,Motorola,16,0.05,-1600,-1600,1612.75,A,48,uint16,,
Mch.Diag.Ldc2.CoolTmp,Ldc2,LDC2 coolant temp.,LDC2 coolant temp.,MCU,0x183,Motorola,8,1,-40,-40,210,celsius,64,uint8,,
Mch.Diag.Ldc2.HeatsinkTmp,Ldc2,LDC2 heatsink temp.,LDC2 heatsink temp.,MCU,0x183,Motorola,8,1,-40,-40,210,celsius,72,uint8,,
Mch.Diag.Ldc2.ActCtrlMd,Ldc2,LDC2_ActualControlMode,LDC2_ActualControlMode,MCU,0x183,Motorola,4,1,0,1,15,state,80,uint8,,
Mch.Diag.Gbms.GbmsVlt,Gbms,GBMS voltage,GBMS voltage,MCU,0x184,Motorola,16,0.05,0,0,3276.75,V,0,uint16,,
Mch.Diag.Gbms.GbmsPwr,Gbms,GBMS power,GBMS power,MCU,0x184,Motorola,16,0.1,-3276.8,-3276.8,3276.7,kW,16,uint16,,
Mch.Diag.Gbms.GbmsSoC,Gbms,GBMS SoC,GBMS SoC,MCU,0x184,Motorola,8,1,-100,-100,155,percent,32,uint8,,
Mch.Diag.Gbms.GbmsPack1HhcellTmp,Gbms,GBMS pack1 highest cell temp.,GBMS pack1 highest cell temp.,MCU,0x184,Motorola,8,1,-100,-100,155,celsius,40,uint8,,
Mch.Diag.Gbms.GbmsPack2HhcellTmp,Gbms,GBMS pack2 highest cell temp.,GBMS pack2 highest cell temp.,MCU,0x184,Motorola,8,1,-100,-100,155,celsius,48,uint8,,
Mch.Diag.Gbms.GbmsPack3HhcellTmp,Gbms,GBMS pack3 highest cell temp.,GBMS pack3 highest cell temp.,MCU,0x184,Motorola,8,1,-100,-100,155,celsius,56,uint8,,
Mch.Diag.Gbms.GbmsPack4HhcellTmp,Gbms,GBMS pack4 highest cell temp.,GBMS pack4 highest cell temp.,MCU,0x184,Motorola,8,1,-100,-100,155,celsius,64,uint8,,
Mch.Diag.Gbms.GbmsPack5HhcellTmp,Gbms,GBMS pack5 highest cell temp.,GBMS pack5 highest cell temp.,MCU,0x184,Motorola,8,1,-100,-100,155,celsius,72,uint8,,
Mch.Diag.Gbms.GbmsPack6HhcellTmp,Gbms,GBMS pack6 highest cell temp.,GBMS pack6 highest cell temp.,MCU,0x184,Motorola,8,1,-100,-100,155,celsius,80,uint8,,
Mch.Diag.Gbms.GbmsPack1AvgcellTmp,Gbms,GBMS pack1 average cell temp.,GBMS pack1 average cell temp.,MCU,0x184,Motorola,8,1,-100,-100,155,celsius,88,uint8,,
Mch.Diag.Gbms.GbmsPack2AvgcellTmp,Gbms,GBMS pack2 average cell temp.,GBMS pack2 average cell temp.,MCU,0x184,Motorola,8,1,-100,-100,155,celsius,96,uint8,,
Mch.Diag.Gbms.GbmsPack3AvgcellTmp,Gbms,GBMS pack3 average cell temp.,GBMS pack3 average cell temp.,MCU,0x184,Motorola,8,1,-100,-100,155,celsius,104,uint8,,
Mch.Diag.Gbms.GbmsPack4AvgcellTmp,Gbms,GBMS pack4 average cell temp.,GBMS pack4 average cell temp.,MCU,0x184,Motorola,8,1,-100,-100,155,celsius,112,uint8,,
Mch.Diag.Gbms.GbmsPack5AvgcellTmp,Gbms,GBMS pack5 average cell temp.,GBMS pack5 average cell temp.,MCU,0x184,Motorola,8,1,-100,-100,155,celsius,120,uint8,,
Mch.Diag.Gbms.GbmsPack6AvgcellTmp,Gbms,GBMS pack6 average cell temp.,GBMS pack6 average cell temp.,MCU,0x184,Motorola,8,1,-100,-100,155,celsius,128,uint8,,
Mch.Diag.Gbms.GbmsIsolPosR,Gbms,GBMS Isol_Positive_Resistance,GBMS Isol_Positive_Resistance,MCU,0x184,Motorola,16,1,0,0,65535,KΩ,136,uint16,,
Mch.Diag.Gbms.GbmsIsolNegR,Gbms,GBMS Isol_Negative_Resistance,GBMS Isol_Negative_Resistance,MCU,0x184,Motorola,16,1,0,0,65535,KΩ,152,uint16,,
Mch.Diag.Gbms.GbmsHvessHvilInStBat,Gbms,GBMS HVESS HVIL InterLoop Status(Battery Pack),GBMS HVESS HVIL InterLoop Status(Battery Pack),MCU,0x184,Motorola,2,1,0,0,3,state,168,uint8,,
Mch.Diag.Gbms.GbmsHvessHvilOutStVhc,Gbms,GBMS HVESS HVIL OuterLoop Status(Vehicle),GBMS HVESS HVIL OuterLoop Status(Vehicle),MCU,0x184,Motorola,2,1,0,0,3,state,170,uint8,,
Mch.Diag.Gbms.CellOverVltWarn,Gbms,Cell Over Voltage Warning,Cell Over Voltage Warning,MCU,0x184,Motorola,1,1,0,0,1,state,176,uint8,,
Mch.Diag.Gbms.CellUnderVltWarn,Gbms,Cell Under Voltage Warning,Cell Under Voltage Warning,MCU,0x184,Motorola,1,1,0,0,1,state,177,uint8,,
Mch.Diag.Gbms.CellVltDiffWarn,Gbms,Cell Voltage Difference Warning,Cell Voltage Difference Warning,MCU,0x184,Motorola,1,1,0,0,1,state,178,uint8,,
Mch.Diag.Gbms.CellOverVltFault,Gbms,Cell Over Voltage Fault,Cell Over Voltage Fault,MCU,0x184,Motorola,1,1,0,0,1,state,179,uint8,,
Mch.Diag.Gbms.CellUnderVltFault,Gbms,Cell Under Voltage Fault,Cell Under Voltage Fault,MCU,0x184,Motorola,1,1,0,0,1,state,180,uint8,,
Mch.Diag.Gbms.CellVltDiffFault,Gbms,Cell Voltage Difference Fault,Cell Voltage Difference Fault,MCU,0x184,Motorola,1,1,0,0,1,state,181,uint8,,
Mch.Diag.Gbms.CellUnderTmpFault,Gbms,Cell Under Temp Fault,Cell Under Temp Fault,MCU,0x184,Motorola,1,1,0,0,1,state,182,uint8,,
Mch.Diag.Gbms.CellOverVltPmnFailure,Gbms,Cell Over Voltage Permanent Failure,Cell Over Voltage Permanent Failure,MCU,0x184,Motorola,1,1,0,0,1,state,183,uint8,,
Mch.Diag.Gbms.CellUnderVltPmnFault,Gbms,Cell Under Voltage Permanent Fault,Cell Under Voltage Permanent Fault,MCU,0x184,Motorola,1,1,0,0,1,state,184,uint8,,
Mch.Diag.Gbms.CellVltDiffPmnFault,Gbms,Cell Voltage Difference Permanent Fault,Cell Voltage Difference Permanent Fault,MCU,0x184,Motorola,1,1,0,0,1,state,185,uint8,,
Mch.Diag.Gbms.PackOverVltWarn,Gbms,Pack Over Voltage Warning,Pack Over Voltage Warning,MCU,0x184,Motorola,1,1,0,0,1,state,186,uint8,,
Mch.Diag.Gbms.PackUnderVltWarn,Gbms,Pack Under Voltage Warning,Pack Under Voltage Warning,MCU,0x184,Motorola,1,1,0,0,1,state,187,uint8,,
Mch.Diag.Gbms.PackOverVltFault,Gbms,Pack Over Voltage Fault,Pack Over Voltage Fault,MCU,0x184,Motorola,1,1,0,0,1,state,188,uint8,,
Mch.Diag.Gbms.PackUnderVltFault,Gbms,Pack Under Voltage Fault,Pack Under Voltage Fault,MCU,0x184,Motorola,1,1,0,0,1,state,189,uint8,,
Mch.Diag.Gbms.FuseBlowFault,Gbms,Fuse Blow Fault,Fuse Blow Fault,MCU,0x184,Motorola,1,1,0,0,1,state,190,uint8,,
Mch.Diag.Gbms.CellOverTmpWarnChg,Gbms,Cell Over Temp Warning(Charging),Cell Over Temp Warning(Charging),MCU,0x184,Motorola,1,1,0,0,1,state,191,uint8,,
Mch.Diag.Gbms.CellOverTmpWarnDisChg,Gbms,Cell Over Temp Warning(Discharging),Cell Over Temp Warning(Discharging),MCU,0x184,Motorola,1,1,0,0,1,state,192,uint8,,
Mch.Diag.Gbms.CellOverTmpFaultChg,Gbms,Cell Over Temp Fault(Charging),Cell Over Temp Fault(Charging),MCU,0x184,Motorola,1,1,0,0,1,state,193,uint8,,
Mch.Diag.Gbms.CellOverTmpFaultDisChg,Gbms,Cell Over Temp Fault(Discharging),Cell Over Temp Fault(Discharging),MCU,0x184,Motorola,1,1,0,0,1,state,194,uint8,,
Mch.Diag.Gbms.CellTmpDiffWarn,Gbms,Cell temperature Difference Warning,Cell temperature Difference Warning,MCU,0x184,Motorola,1,1,0,0,1,state,195,uint8,,
Mch.Diag.Gbms.CellTmpDiffFault,Gbms,Cell temperature Difference Fault,Cell temperature Difference Fault,MCU,0x184,Motorola,1,1,0,0,1,state,196,uint8,,
Mch.Diag.Gbms.ThrmpermoduleopenWarn,Gbms,1 of 2 thermistors per module open Warning,1 of 2 thermistors per module open Warning,MCU,0x184,Motorola,1,1,0,0,1,state,197,uint8,,
Mch.Diag.Gbms.AllThrmpermoduleopenFault,Gbms,All thermistors  per module open Fault,All thermistors  per module open Fault,MCU,0x184,Motorola,1,1,0,0,1,state,198,uint8,,
Mch.Diag.Gbms.BusbarOverTmpWarn,Gbms,BUSbar Over Temp Warning,BUSbar Over Temp Warning,MCU,0x184,Motorola,1,1,0,0,1,state,199,uint8,,
Mch.Diag.Gbms.BusbarOverTmpFault,Gbms,BUSbar Over Temp Fault,BUSbar Over Temp Fault,MCU,0x184,Motorola,1,1,0,0,1,state,200,uint8,,
Mch.Diag.Gbms.TmpSsStuckFault,Gbms,Temp Sensor Stuck Fault,Temp Sensor Stuck Fault,MCU,0x184,Motorola,1,1,0,0,1,state,201,uint8,,
Mch.Diag.Gbms.ChgOverCurWarn,Gbms,Charge Over Current Warning (Current Map),Charge Over Current Warning (Current Map),MCU,0x184,Motorola,1,1,0,0,1,state,202,uint8,,
Mch.Diag.Gbms.DisChgOverCurWarn,Gbms,Discharge Over Current Warning (Current Map),Discharge Over Current Warning (Current Map),MCU,0x184,Motorola,1,1,0,0,1,state,203,uint8,,
Mch.Diag.Gbms.ChgOverCurFault,Gbms,Charge Over Current Fault (Current Map),Charge Over Current Fault (Current Map),MCU,0x184,Motorola,1,1,0,0,1,state,204,uint8,,
Mch.Diag.Gbms.DisChgOverCurFault,Gbms,Discharge Over Current Fault (Current Map),Discharge Over Current Fault (Current Map),MCU,0x184,Motorola,1,1,0,0,1,state,205,uint8,,
Mch.Diag.Gbms.CurSensorFault,Gbms,Current Sensor Fault,Current Sensor Fault,MCU,0x184,Motorola,1,1,0,0,1,state,206,uint8,,
Mch.Diag.Gbms.ChgOverPwrWarn,Gbms,Charge Over Power Warning (PowerMap),Charge Over Power Warning (PowerMap),MCU,0x184,Motorola,1,1,0,0,1,state,207,uint8,,
Mch.Diag.Gbms.DisChgOverPwrWarn,Gbms,Discharge Over Power Warning (PowerMap),Discharge Over Power Warning (PowerMap),MCU,0x184,Motorola,1,1,0,0,1,state,208,uint8,,
Mch.Diag.Gbms.ChgOverPwrFault,Gbms,Charge Over Power Fault (PowerMap),Charge Over Power Fault (PowerMap),MCU,0x184,Motorola,1,1,0,0,1,state,209,uint8,,
Mch.Diag.Gbms.DisChgOverPwrFault,Gbms,Discharge Over Power Fault (PowerMap),Discharge Over Power Fault (PowerMap),MCU,0x184,Motorola,1,1,0,0,1,state,210,uint8,,
Mch.Diag.Gbms.IsolLv2PosNegWarn,Gbms,Isolation Level2 POS/NEG Warning,Isolation Level2 POS/NEG Warning,MCU,0x184,Motorola,1,1,0,0,1,state,211,uint8,,
Mch.Diag.Gbms.IsolLv1PosNegFault,Gbms,Isolation Level1 POS/NEG Fault,Isolation Level1 POS/NEG Fault,MCU,0x184,Motorola,1,1,0,0,1,state,212,uint8,,
Mch.Diag.Gbms.MainRlyOpenStuck,Gbms,Main Relay Open Stuck,Main Relay Open Stuck,MCU,0x184,Motorola,1,1,0,0,1,state,213,uint8,,
Mch.Diag.Gbms.MainRlyCloseStuck,Gbms,Main Relay Close Stuck,Main Relay Close Stuck,MCU,0x184,Motorola,1,1,0,0,1,state,214,uint8,,
Mch.Diag.Gbms.LsdHsdStuckFault,Gbms,LSD HSD Stuck Fault,LSD HSD Stuck Fault,MCU,0x184,Motorola,1,1,0,0,1,state,215,uint8,,
Mch.Diag.Gbms.HighSocWarn,Gbms,High SOC Warning,High SOC Warning,MCU,0x184,Motorola,1,1,0,0,1,state,216,uint8,,
Mch.Diag.Gbms.LowSocWarn,Gbms,Low SOC Warning,Low SOC Warning,MCU,0x184,Motorola,1,1,0,0,1,state,217,uint8,,
Mch.Diag.Gbms.LowSohWarn,Gbms,Low SOH Warning,Low SOH Warning,MCU,0x184,Motorola,1,1,0,0,1,state,218,uint8,,
Mch.Diag.Gbms.HighSocFault,Gbms,High SOC Fault,High SOC Fault,MCU,0x184,Motorola,1,1,0,0,1,state,219,uint8,,
Mch.Diag.Gbms.LowSocFault,Gbms,Low SOC Fault,Low SOC Fault,MCU,0x184,Motorola,1,1,0,0,1,state,220,uint8,,
Mch.Diag.Gbms.LowSohFault,Gbms,Low SOH Fault,Low SOH Fault,MCU,0x184,Motorola,1,1,0,0,1,state,221,uint8,,
Mch.Diag.Gbms.HvilStuckFault,Gbms,HVIL Stuck Fault,HVIL Stuck Fault,MCU,0x184,Motorola,1,1,0,0,1,state,222,uint8,,
Mch.Diag.Gbms.CellBlcTmpAlarm,Gbms,Cell Balancing Temp Alarm,Cell Balancing Temp Alarm,MCU,0x184,Motorola,1,1,0,0,1,state,223,uint8,,
Mch.Diag.Gbms.DieTmpAlarm,Gbms,Die Temp Alarm,Die Temp Alarm,MCU,0x184,Motorola,1,1,0,0,1,state,224,uint8,,
Mch.Diag.Gbms.CellSswireOpenFault,Gbms,Cell Sense wire Open Fault,Cell Sense wire Open Fault,MCU,0x184,Motorola,1,1,0,0,1,state,225,uint8,,
Mch.Diag.Gbms.CellBlcTmpFault,Gbms,Cell Balancing Temp Fault,Cell Balancing Temp Fault,MCU,0x184,Motorola,1,1,0,0,1,state,226,uint8,,
Mch.Diag.Gbms.CmiLdoFault,Gbms,CMI LDO Fault,CMI LDO Fault,MCU,0x184,Motorola,1,1,0,0,1,state,227,uint8,,
Mch.Diag.Gbms.IsoSpiComuPecErrWarnFwd,Gbms,isoSPI Communication PEC Error Warning Forward,isoSPI Communication PEC Error Warning Forward,MCU,0x184,Motorola,1,1,0,0,1,state,228,uint8,,
Mch.Diag.Gbms.isoSPIComuPecErrFaultFwd,Gbms,isoSPI Communication PEC Error Fault Forward,isoSPI Communication PEC Error Fault Forward,MCU,0x184,Motorola,1,1,0,0,1,state,229,uint8,,
Mch.Diag.Gbms.AuxPwrWarn,Gbms,Aux Power Warning,Aux Power Warning,MCU,0x184,Motorola,1,1,0,0,1,state,230,uint8,,
Mch.Diag.Gbms.AuxPwrFault,Gbms,Aux Power Fault,Aux Power Fault,MCU,0x184,Motorola,1,1,0,0,1,state,231,uint8,,
Mch.Diag.Gbms.BmsPwrFault,Gbms,BMS Power Fault,BMS Power Fault,MCU,0x184,Motorola,1,1,0,0,1,state,232,uint8,,
Mch.Diag.Gbms.BmsReferenceVltFault,Gbms,BMS Reference Voltage Fault,BMS Reference Voltage Fault,MCU,0x184,Motorola,1,1,0,0,1,state,233,uint8,,
Mch.Diag.Gbms.PrechgFailFault,Gbms,Precharge Fail Fault,Precharge Fail Fault,MCU,0x184,Motorola,1,1,0,0,1,state,234,uint8,,
Mch.Diag.Obc1.ChgPulgLck,Obc1,OBC1 charge pulg lock,OBC1 charge pulg lock,MCU,0x185,Motorola,4,1,0,0,15,state,0,uint8,,
Mch.Diag.Obc1.St1act,Obc1,OBC1 state1 act,OBC1 state1 act,MCU,0x185,Motorola,4,1,0,0,15,state,4,uint8,,
Mch.Diag.Obc1.St2act,Obc1,OBC1 state2 act,OBC1 state2 act,MCU,0x185,Motorola,4,1,0,0,15,state,8,uint8,,
Mch.Diag.Obc1.St3act,Obc1,OBC1 state3 act,OBC1 state3 act,MCU,0x185,Motorola,4,1,0,0,15,state,12,uint8,,
Mch.Diag.Obc1.St4act,Obc1,OBC1 state4 act,OBC1 state4 act,MCU,0x185,Motorola,4,1,0,0,15,state,16,uint8,,
Mch.Diag.Obc1.CoolTmp1,Obc1,OBC1 coolant temp. 1,OBC1 coolant temp. 1,MCU,0x185,Motorola,8,1,-40,-40,215,celsius,24,uint8,,
Mch.Diag.Obc1.CoolTmp2,Obc1,OBC1 coolant temp. 2,OBC1 coolant temp. 2,MCU,0x185,Motorola,8,1,-40,-40,215,celsius,32,uint8,,
Mch.Diag.Obc1.CtrlPltSt,Obc1,OBC1 Control Pilot State,OBC1 Control Pilot State,MCU,0x185,Motorola,4,1,0,0,15,state,40,uint8,,
Mch.Diag.Obc1.CtrlPltDuty,Obc1,OBC1 Control Pilot Duty,OBC1 Control Pilot Duty,MCU,0x185,Motorola,8,1,0,0,127,percent,48,uint8,,
Mch.Diag.Obc1.StMchSt,Obc1,OBC1 StateMachineState,OBC1 StateMachineState,MCU,0x185,Motorola,4,1,0,0,15,state,56,uint8,,
Mch.Diag.Obc2.ChgPulgLck,Obc2,OBC2 charge pulg lock,OBC2 charge pulg lock,MCU,0x186,Motorola,4,1,0,0,15,state,0,uint8,,
Mch.Diag.Obc2.St1act,Obc2,OBC2 state1 act,OBC2 state1 act,MCU,0x186,Motorola,4,1,0,0,15,state,4,uint8,,
Mch.Diag.Obc2.St2act,Obc2,OBC2 state2 act,OBC2 state2 act,MCU,0x186,Motorola,4,1,0,0,15,state,8,uint8,,
Mch.Diag.Obc2.St3act,Obc2,OBC2 state3 act,OBC2 state3 act,MCU,0x186,Motorola,4,1,0,0,15,state,12,uint8,,
Mch.Diag.Obc2.St4act,Obc2,OBC2 state4 act,OBC2 state4 act,MCU,0x186,Motorola,4,1,0,0,15,state,16,uint8,,
Mch.Diag.Obc2.CoolTmp1,Obc2,OBC2 coolant temp. 1,OBC2 coolant temp. 1,MCU,0x186,Motorola,8,1,-40,-40,215,celsius,24,uint8,,
Mch.Diag.Obc2.CoolTmp2,Obc2,OBC2 coolant temp. 2,OBC2 coolant temp. 2,MCU,0x186,Motorola,8,1,-40,-40,215,celsius,32,uint8,,
Mch.Diag.Obc2.CtrlPltSt,Obc2,OBC2 Control Pilot State,OBC2 Control Pilot State,MCU,0x186,Motorola,4,1,0,0,15,state,40,uint8,,
Mch.Diag.Obc2.CtrlPltDuty,Obc2,OBC2 Control Pilot Duty,OBC2 Control Pilot Duty,MCU,0x186,Motorola,8,1,0,0,127,percent,48,uint8,,
Mch.Diag.Obc2.StMchSt,Obc2,OBC2 StateMachineState,OBC2 StateMachineState,MCU,0x186,Motorola,4,1,0,0,15,state,56,uint8,,
Mch.Diag.Swg.InvtCtrlLmtOverrideMd,Swg,Swing Inverter Control Limits Override Mode (Actual),Swing Inverter Control Limits Override Mode (Actual),MCU,0x187,Motorola,4,1,0,0,15,,0,uint8,,
Mch.Diag.Swg.InvtCtrlSetpointMd,Swg,Swing Inverter Control Setpoint Mode,Swing Inverter Control Setpoint Mode,MCU,0x187,Motorola,5,1,0,0,31,,8,uint8,,
Mch.Diag.Swg.InvtHvilSt,Swg,Swing Inverter HVIL Status,Swing Inverter HVIL Status,MCU,0x187,Motorola,2,1,0,0,3,,13,uint8,,
Mch.Diag.Swg.MotTrq,Swg,Swing Motor Torque (Actual),Swing Motor Torque (Actual),MCU,0x187,Motorola,12,0.0625,-125,-125,125.9375,,16,uint16,,
Mch.Diag.Swg.MotSpd,Swg,Swing Motor Speed (Actual),Swing Motor Speed (Actual),MCU,0x187,Motorola,16,0.00390625,-125,-125,125.99609375,,32,uint16,,
Mch.Diag.Swg.MotDcCur,Swg,Swing Motor DC Current (Actual),Swing Motor DC Current (Actual),MCU,0x187,Motorola,12,0.0625,-125,-125,125.9375,,48,uint16,,
Mch.Diag.Swg.MotDcVlt,Swg,Swing Motor DC Voltage (Actual),Swing Motor DC Voltage (Actual),MCU,0x187,Motorola,12,0.0625,-125,-125,125.9375,,64,uint16,,
Mch.Diag.Swg.MotMaxAvailableTrq,Swg,Swing Motor Max Available Torque (Estimation),Swing Motor Max Available Torque (Estimation),MCU,0x187,Motorola,12,0.0625,-125,-125,125.9375,,80,uint16,,
Mch.Diag.Swg.MotMinAvailableTrq,Swg,Swing Motor Min Available Torque (Estimation),Swing Motor Min Available Torque (Estimation),MCU,0x187,Motorola,12,0.0625,-125,-125,125.9375,,96,uint16,,
Mch.Diag.Swg.MotTmp,Swg,Swing Motor Temperature,Swing Motor Temperature,MCU,0x187,Motorola,8,1,-40,-40,210,,112,uint8,,
Mch.Diag.Swg.InvtTmp,Swg,Swing Inverter Temperature,Swing Inverter Temperature,MCU,0x187,Motorola,8,1,-40,-40,210,,120,uint8,,
Mch.Diag.Swg.MotRefTrq,Swg,Swing Motor Reference Torque,Swing Motor Reference Torque,MCU,0x187,Motorola,16,0.5,0,0,32127.5,,128,uint16,,
Mch.Diag.Swg.MotRefVelocity,Swg,Swing Motor Reference Velocity,Swing Motor Reference Velocity,MCU,0x187,Motorola,16,4,0,0,257020,,144,uint16,,
Mch.Diag.Swg.MotRefPwr,Swg,Swing Motor Reference Power,Swing Motor Reference Power,MCU,0x187,Motorola,16,0.0625,0,0,4015.9375,,160,uint16,,
Mch.Diag.Swg.PrkBrkRlsReq,Swg,Swing Parking Brake Release Request,Swing Parking Brake Release Request,MCU,0x187,Motorola,2,1,0,0,1,,176,uint8,,
Mch.Diag.Hvac.eTmsCabStOfCb,Hvac,eTMSCab stats of cabin,eTMSCab stats of cabin,MCU,0x188,Motorola,3,1,0,0,7,,0,uint8,,
Mch.Diag.Hvac.eTmsCabAmbTmp,Hvac,eTMSCab ambient temp.,eTMSCab ambient temp.,MCU,0x188,Motorola,8,1,-40,-40,210,,8,uint8,,
Mch.Diag.Hvac.eTmsCabCdsFanSpdReq,Hvac,eTMSCab condencer fan speed req.,eTMSCab condencer fan speed req.,MCU,0x188,Motorola,16,1,-125,-125,125,,16,uint16,,
Mch.Diag.Hvac.eTmsCabWaterTmp,Hvac,eTMSCab water temp.,eTMSCab water temp.,MCU,0x188,Motorola,8,1,-40,-40,210,,32,uint8,,
Mch.Diag.Hvac.BoostFactorCmdforCb,Hvac,boost factor command for Cabin Cooling&Heating,boost factor command for Cabin Cooling&Heating,MCU,0x188,Motorola,4,1,0,0,15,,40,uint8,,
Mch.Diag.Hvac.FrcDrvOprtTgFlowOfCb,Hvac,Forced Driving Operating target flow of Cabin Cooling&Heating,Forced Driving Operating target flow of Cabin Cooling&Heating,MCU,0x188,Motorola,8,1,-125,-125,125,,48,uint8,,
Mch.Diag.Hvac2.eTms1StOfCab,Hvac2,eTMS1 stats of cabin,eTMS1 stats of cabin,MCU,0x189,Motorola,3,1,0,0,7,state,0,uint8,,
Mch.Diag.Hvac2.eTms1AmbTmp,Hvac2,eTMS1 ambient temp.,eTMS1 ambient temp.,MCU,0x189,Motorola,8,1,-40,-40,210,celsius,8,uint8,,
Mch.Diag.Hvac2.eTms1CdsFanSpdReq,Hvac2,eTMS1 condencer fan speed req.,eTMS1 condencer fan speed req.,MCU,0x189,Motorola,16,1,-125,-125,125,percent,16,uint16,,
Mch.Diag.Hvac2.eTms1WaterTmp.,Hvac2,eTMS1 water temp.,eTMS1 water temp.,MCU,0x189,Motorola,8,1,-40,-40,210,celsius,32,uint8,,
Mch.Diag.Hvac2.eTms1CpsSpd,Hvac2,eTMS1 compressor speed,eTMS1 compressor speed,MCU,0x189,Motorola,16,0.125,0,0,8031.875,rpm,40,uint16,,
