VSS,Type,Desc,DataType,Unit,Min,Max,ValueTable,Allowed,Default,Comment,Hashed,Deprecated
Mch.TGU.DKLD.Cnt,sensor,DigitalKeyCount,uint8,,0.0,255.0,,,,J1939,,
Mch.TGU.DKLD.DkeyList,sensor,DigitalKeyList,float,binary,,,,,,J1939,,
Mch.GP.DKSEL.SelType,sensor,SelectType,uint8,,,,KEYTYPE,"['NONE', 'FOB', 'DIGITAL_KEY', 'KEYLESS', 'REMOTE']",,J1939,,
Mch.GP.DKSEL.DigitalKey,sensor,DigitalKeySelected,uint64,,0.0,281474976710655.0,,,,J1939,,
Mch.TGU.TACK.Ack,sensor,Ack_Nack,uint8,,,,BOOL,"['FALSE', 'TRUE', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.TGU.TMSPUC.TmsPmntUnlockCd,sensor,TMSPermanentUnlockCode,uint32,,0.0,4294967295.0,,,,J1939,,
Mch.ECU.SCR2.UreaLvBzSt,sensor,Urealevelbuzzerstatus,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.ECU.SCR2.EmsObdIndSt,sensor,Emission-OBDinducementstate,uint8,,0.0,15.0,,,,J1939,,
Mch.ECU.SCR2.Scr2RegInfo,sensor,SCR2RegulationInformation,uint8,,0.0,15.0,,,,J1939,,
Mch.ECU.SCR2.UreaLvAlm,sensor,Urealevelalarm,uint8,,0.0,7.0,,,,J1939,,
Mch.ECU.SCR2.EmsObdIndFail,sensor,EmissionOBDInducementfailurereason,uint8,,0.0,31.0,,,,J1939,,
Mch.MCU.AASI.HydOilSsTmp,sensor,HydraulicOilTemp.SensorTemp.,int16,celsius,-40.0,210.0,,,,J1939,,
Mch.MCU.AASI.WifSsVlt,sensor,WIFSensorVoltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.AASI.MainSsPrs,sensor,MainPress.SensorPress.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.PrkBrkSsPrs,sensor,ParkingBrakeSensorPress.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.Acc1SsPrs,sensor,ACC1Press.SensorPress.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.TocFanSsPrs,sensor,TOCFanPressSensorPress.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.TipJoySs2Vlt,sensor,TipJoystickSensor2Voltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.AASI.Acc2SsPrs,sensor,ACC2Press.SensorPress.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.CacFanSsPrs,sensor,CACFanPressSensorPress.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.BrkInchPdlSs2Vlt,sensor,Brake/InchPedalSensor2Voltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.AASI.Acc3SsPrs,sensor,ACC3Press.SensorPress.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.LhCylSsPrs,sensor,LHCyclinderPress.SensorPress.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.TmsSecVlt,sensor,TMS3.5VLineVoltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.AASI.CtrPinAngSs2Vlt,sensor,CenterPinAngleSensor2Voltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.AASI.AccPdlSs1Vlt,sensor,AccelPedalSensor1Voltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.AASI.FrBrkSsPrs,sensor,FrontBrakePress.SensorPress.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.Rr1BrkSsPrs,sensor,Rear1BrakePress.SensorPress.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.FuelSsLv,sensor,FuelSensorLevel,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.AASI.AxleOilSsTmp,sensor,AxleOilTemp.SensorTemp.,int16,celsius,-40.0,210.0,,,,J1939,,
Mch.MCU.AASI.EmgStrSsPrs,sensor,EmergencySteer.Press.SensorPress.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.RhCylSsPrs,sensor,RHCyclinderPress.SensorPress.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.TipJoySs1Vlt,sensor,TipJoystickSensor1Voltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.AASI.BrkInchPdlSs1Vlt,sensor,Brake/InchPedalSensor1Voltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.AASI.DumpBedAngSs1Vlt,sensor,DumpBedAngleSensor1Voltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.AASI.DumpBedAngSs2Vlt,sensor,DumpBedAngleSensor2Voltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.AASI.AccPdlSs2Vlt,sensor,AccelPedalSensor2Voltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.AASI.CtrPinAngSs1Vlt,sensor,CenterPinAngleSensor1Voltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.AASI.BoomCylHeadSsPrs,sensor,BoomCyclinderPress.(Head)SensorPress.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.BoomCylRodSsPrs,sensor,BoomCyclinderPress.(Rod)SensorPress.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.Rr2BrkSsPrs,sensor,Rear2BrakePress.SensorPress.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.AltVlt,sensor,AlternaterVoltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.AASI.BatVlt,sensor,Battery Voltage [Default],uint16,V,0.0,40000.0,,,,J1939,,
Mch.MCU.AASI.AcpSsPrs,sensor,ACP Sensor Pressure,uint16,kPa,0.0,4000.0,,,,J1939,,
Mch.MCU.AASI.RrSspnRhSsPrs,sensor,Rear Suspension RH Sensor Press.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AASI.RrSspnLhSsPrs,sensor,Rear Suspension LH Sensor Press.,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.AAAI.BodyUpEvc,sensor,BodyUpEPPRV/VCurrent,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.AAAI.BodyDnEvc,sensor,BodyDownEPPRV/VCurrent,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.AAAI.FanDrvRadCacEvc,sensor,FanDrive(RAD/CAC)EPPRV/VCurrent,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.AAAI.eFan1DutyRatio,sensor,E-Fan1DutyRatio,float16,percent,-321.27,321.28,,,,J1939,,
Mch.MCU.AAAI.eBrkEvc,sensor,E-BrakeEPPRV/VCurrent,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.AAAI.eFan3DutyRatio,sensor,E-Fan3DutyRatio,float16,percent,-321.27,321.28,,,,J1939,,
Mch.MCU.AAAI.eFan2DutyRatio,sensor,E-Fan2DutyRatio,float16,percent,-321.27,321.28,,,,J1939,,
Mch.MCU.AAAI.FanDrvTocEvc,sensor,FanDrive(TOC)EPPRV/VCurrent,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.ADSI.FrWiperStpSw,sensor,FrontWiperStopSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.SeatBeltSt,sensor,SeatBeltState,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.eFan1ErrSt,sensor,E-Fan1ErrorState,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.eFan2ErrSt,sensor,E-Fan2ErrorState,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.AgsSw,sensor,AGSSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.TipJoySw,sensor,TipJoystickSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.KeyBrSw,sensor,Key(Br)Switch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.eFan3ErrSt,sensor,E-Fan3ErrorState,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.AtsRgnIhbsw,sensor,ATSRegenerationInhibitSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.AtsForceRgnSw,sensor,ATSForcedRegenerationSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.StartAccSw,sensor,StarterACCSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.DustIndSw,sensor,DustIndicatorSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.GrSelFwdSw,sensor,GearSelectorForwardSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.GrSelShftUpSw,sensor,GearSelectorShiftUpSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.GrSelShftDnSw,sensor,GearSelectorShiftDownSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.GrSelRvsSw,sensor,GearSelectorReverseSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.PrkSw,sensor,ParkingSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.GrSelNtrlSw,sensor,GearSelectorNeutrualSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.GrSelSw,sensor,GearSelectorSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.StartCrkSw,sensor,StarterCrankingSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADSI.CoolTankLvSw,sensor,Coolant tank level Switch,uint8,,0.0,3.0,,,,J1939,,
Mch.MCU.ADSI.DhlMnSw,sensor,DHL Manual Switch,uint8,,0.0,3.0,,,,J1939,,
Mch.MCU.ADSI.BrkholdSw,sensor,Brake hold Switch,uint8,,0.0,3.0,,,,J1939,,
Mch.MCU.ADAI.BrkChgSv,sensor,BrakeChargeS/V,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.AutoShutOffRly,sensor,AutoShutOffRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.LiftArmFlt,sensor,LiftArmFloat,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.AccRly,sensor,ACCRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.TocUnloading,sensor,TOCUnloading,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.AxleOilCoolSv,sensor,AxleOilCoolerS/V,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.PrkBrkRlsSv,sensor,ParkingBrakeReleaseS/V,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.SusLhUp,sensor,Sus.LHUp,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.FanStpSv,sensor,FanStopS/V,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.UreaSuperChgWrnSig,sensor,UreaSuperchargingWarningSignal,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.SusLhDn,sensor,Sus.LHDown,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.EgRunOutSig,sensor,EngineRunningOutputSignal,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.SusRhUp,sensor,Sus.RHUp,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.TurnSigLhRly,sensor,TurnSignalLHRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.TurnSigRhRly,sensor,TurnSignalRHRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.TocRvs,sensor,TOCReverse,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.SusRhDn,sensor,Sus.RHDown,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ADAI.RrSspnLhUp,sensor,Rear Suspension LH Up,uint8,,0.0,3.0,,,,J1939,,
Mch.MCU.ADAI.RrSspnLhDn,sensor,Rear Suspension LH Down,uint8,,0.0,3.0,,,,J1939,,
Mch.MCU.ADAI.RrSspnRhUp,sensor,Rear Suspension RH Up,uint8,,0.0,3.0,,,,J1939,,
Mch.MCU.ADAI.RrSspnRhDn,sensor,Rear Suspension RH Down,uint8,,0.0,3.0,,,,J1939,,
Mch.MCU.TIG1.FrLhTirePrs,sensor,FrontLeftTirePressure,uint16,kPa,0.0,1000.0,,,,J1939,,
Mch.MCU.TIG1.FronRhTirePrs,sensor,FrontRightTirePressure,uint16,kPa,0.0,1000.0,,,,J1939,,
Mch.MCU.TIG1.CtrLhTirePrs,sensor,CenterLeftTirePressure,uint16,kPa,0.0,1000.0,,,,J1939,,
Mch.MCU.TIG1.CtrRhTirePrs,sensor,CenterRightTirePressure,uint16,kPa,0.0,1000.0,,,,J1939,,
Mch.MCU.TIG1.RrLhTirePrs,sensor,RearLeftTirePressure,uint16,kPa,0.0,1000.0,,,,J1939,,
Mch.MCU.TIG1.RrRhTirePrs,sensor,RearRightTirePressure,uint16,kPa,0.0,1000.0,,,,J1939,,
Mch.MCU.TIG2.FrLhTireTmp,sensor,FrontLeftTireTemperature,int16,celsius,-40.0,210.0,,,,J1939,,
Mch.MCU.TIG2.FronRhTireTmp,sensor,FrontRightTireTemperature,int16,celsius,-40.0,210.0,,,,J1939,,
Mch.MCU.TIG2.CtrLhTireTmp,sensor,CenterLeftTireTemperature,int16,celsius,-40.0,210.0,,,,J1939,,
Mch.MCU.TIG2.CtrRhTireTmp,sensor,CenterRightTireTemperature,int16,celsius,-40.0,210.0,,,,J1939,,
Mch.MCU.TIG2.RrLhTireTmp,sensor,RearLeftTireTemperature,int16,celsius,-40.0,210.0,,,,J1939,,
Mch.MCU.TIG2.RrRhTireTmp,sensor,RearRightTireTemperature,int16,celsius,-40.0,210.0,,,,J1939,,
Mch.MCU.QRCI.SwVer,sensor,SWVersion,float,ASCII,,,,,,J1939,,
Mch.MCU.QRCI.Month,sensor,Month,uint8,month,0.0,250.0,,,,J1939,,
Mch.MCU.QRCI.Day,sensor,Day,float16,days,0.0,62.5,,,,J1939,,
Mch.MCU.QRCI.Year,sensor,Year,uint16,year,1985.0,2235.0,,,,J1939,,
Mch.MCU.QRCI.ComCode,sensor,ComponentCode,float,ASCII-FN,,,,,,J1939,,
Mch.MCU.QRCI.MnftCode,sensor,ManufacturerCode,float,ASCII-FN,,,,,,J1939,,
Mch.MCU.QRCI.SerialNo,sensor,SerialNumber,float,ASCII-FN,,,,,,J1939,,
Mch.MCU.QRCI.PartNo,sensor,PartNumber,float,ASCII-FN,,,,,,J1939,,
Mch.MCU.ECORI.NowHhIdleOprPct,sensor,HighIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.NowLwIdleOprPct,sensor,LowIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.NowReliefOprPct,sensor,ReliefOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.NowHhIdleOprLv,sensor,HighIdleOperationLevel,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.NowLwIdleOprLv,sensor,LowIdleOperationLevel,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.NowReliefOprLv,sensor,ReliefOperationLevel,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day1HhIdleOprPct,sensor,1stDayHighIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day1LwIdleOprPct,sensor,1stDayLowIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day1ReliefOprPct,sensor,1stDayReliefOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day2HhIdleOprPct,sensor,2stDayHighIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day2LwIdleOprPct,sensor,2stDayLowIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day2ReliefOprPct,sensor,2stDayReliefOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day3HhIdleOprPct,sensor,3stDayHighIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day3LwIdleOprPct,sensor,3stDayLowIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day3ReliefOprPct,sensor,3stDayReliefOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day4HhIdleOprPct,sensor,4stDayHighIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day4LwIdleOprPct,sensor,4stDayLowIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day4ReliefOprPct,sensor,4stDayReliefOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day5HhIdleOprPct,sensor,5stDayHighIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day5LwIdleOprPct,sensor,5stDayLowIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day5ReliefOprPct,sensor,5stDayReliefOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day6HhIdleOprPct,sensor,6stDayHighIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day6LwIdleOprPct,sensor,6stDayLowIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day6ReliefOprPct,sensor,6stDayReliefOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day7HhIdleOprPct,sensor,7stDayHighIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day7LwIdleOprPct,sensor,7stDayLowIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.Day7ReliefOprPct,sensor,7stDayReliefOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.TotAvgHhIdleOprPct,sensor,TotalAverageofHighIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.TotAvgLwIdleOprPct,sensor,TotalAverageofLowIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.ECORI.TotAvgReliefOprPct,sensor,TotalAverageofReliefIdleOperationPercentage,uint8,percent,0.0,250.0,,,,J1939,,
Mch.RDRR.ROZI.Objinzone1,sensor,Object in zone 1,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDRR.ROZI.Objinzone2,sensor,Object in zone 2,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDRR.ROZI.Objinzone3,sensor,Object in zone 3,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDRR.ROZI.Objinzone4,sensor,Object in zone 4,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDRR.ROZI.Objinzone5,sensor,Object in zone 5,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDRR.ROZI.Objinzone6,sensor,Object in zone 6,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDLH.ROZI.Objinzone1,sensor,Object in zone 1,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDLH.ROZI.Objinzone2,sensor,Object in zone 2,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDLH.ROZI.Objinzone3,sensor,Object in zone 3,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDLH.ROZI.Objinzone4,sensor,Object in zone 4,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDLH.ROZI.Objinzone5,sensor,Object in zone 5,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDLH.ROZI.Objinzone6,sensor,Object in zone 6,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDRH.ROZI.Objinzone1,sensor,Object in zone 1,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDRH.ROZI.Objinzone2,sensor,Object in zone 2,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDRH.ROZI.Objinzone3,sensor,Object in zone 3,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDRH.ROZI.Objinzone4,sensor,Object in zone 4,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDRH.ROZI.Objinzone5,sensor,Object in zone 5,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDRH.ROZI.Objinzone6,sensor,Object in zone 6,uint8,,,,OBJINZONE,"['NO_OBJECT_IN_ZONE', 'LEVEL_C', 'LEVEL_B', 'LEVEL_A', 'NOT_AVAILABLE']",,J1939,,
Mch.RDRR.ROI.XDirPos,sensor,X-Direction Position,int8,m,-16.0,16.0,,,,J1939,,
Mch.RDRR.ROI.YDirPos,sensor,Y-Direction Position,int8,m,-16.0,16.0,,,,J1939,,
Mch.RDRR.ROI.ZDirPos,sensor,Z-Direction Position,int8,m,-3.0,3.0,,,,J1939,,
Mch.RDRR.ROI.XDirVelocity,sensor,X-Direction Velocity,int8,mps,-12.0,12.0,,,,J1939,,
Mch.RDRR.ROI.YDirVelocity,sensor,Y-Direction Velocity,int8,mps,-12.0,12.0,,,,J1939,,
Mch.RDRR.ROI.PwrOfObj,sensor,Power of Object,uint16,,0.0,2500.0,,,,J1939,,
Mch.RDRR.ROI.ObjSeq,sensor,Object Sequence,uint8,,,,OBJSEQ,"['OBJECT1', 'OBJECT2', 'OBJECT3', 'OBJECT4', 'OBJECT5', 'OBJECT6', 'OBJECT7', 'OBJECT8', 'OBJECT9', 'OBJECT10']",,J1939,,
Mch.RDLH.ROI.XDirPos,sensor,X-Direction Position,int8,m,-16.0,16.0,,,,J1939,,
Mch.RDLH.ROI.YDirPos,sensor,Y-Direction Position,int8,m,-16.0,16.0,,,,J1939,,
Mch.RDLH.ROI.ZDirPos,sensor,Z-Direction Position,int8,m,-3.0,3.0,,,,J1939,,
Mch.RDLH.ROI.XDirVelocity,sensor,X-Direction Velocity,int8,mps,-12.0,12.0,,,,J1939,,
Mch.RDLH.ROI.YDirVelocity,sensor,Y-Direction Velocity,int8,mps,-12.0,12.0,,,,J1939,,
Mch.RDLH.ROI.PwrOfObj,sensor,Power of Object,uint16,,0.0,2500.0,,,,J1939,,
Mch.RDLH.ROI.ObjSeq,sensor,Object Sequence,uint8,,,,OBJSEQ,"['OBJECT1', 'OBJECT2', 'OBJECT3', 'OBJECT4', 'OBJECT5', 'OBJECT6', 'OBJECT7', 'OBJECT8', 'OBJECT9', 'OBJECT10']",,J1939,,
Mch.RDRH.ROI.XDirPos,sensor,X-Direction Position,int8,m,-16.0,16.0,,,,J1939,,
Mch.RDRH.ROI.YDirPos,sensor,Y-Direction Position,int8,m,-16.0,16.0,,,,J1939,,
Mch.RDRH.ROI.ZDirPos,sensor,Z-Direction Position,int8,m,-3.0,3.0,,,,J1939,,
Mch.RDRH.ROI.XDirVelocity,sensor,X-Direction Velocity,int8,mps,-12.0,12.0,,,,J1939,,
